"alt","firstComment","imageUrl","likesCount","locationName","ownerUsername","timestamp","url"
"Image may contain: one or more people, pool and swimming","❤️😍","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/76978574_1042629739403882_6687289204884699859_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=UgRztnb7QYAAX9TnwjB&oh=e2026292c5cea93eb5124f43ca58312f&oe=5ECECDE9","1314",,"moisesmrb06","2019-12-24T17:40:31.000Z","https://www.instagram.com/p/B6dsHFAHDm2"
"Image may contain: one or more people, pool and swimming","👌🏿","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/79488696_170959090644630_1170340509560445564_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=yGmEbJ3sslIAX9_1m_S&oh=b056d744b9974c85589b5372347f712f&oe=5EBA5B1B","2874",,"moisesmrb06","2019-12-19T17:09:09.000Z","https://www.instagram.com/p/B6Qwi4YnIjk"
,"Orgulho da nossa cor! Que todos nós possamos crescer como humano, respeitando dignidade de cada  pessoa.. #umsorridonegro🎶🎵 @grupofundodequintal","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/73546092_2464674036992028_2678745624279754676_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=FVm-PelR13MAX-7_Q6A&oh=212524fc42ca7bddad865414ce414823&oe=5ECF1362","2928",,"moisesmrb06","2019-11-20T17:52:28.000Z","https://www.instagram.com/p/B5GKcx6noQm"
,"@adidasbrasil ///👕 👟 🧦 🧢 👊🏾🦍","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/72704672_275403183377375_1127391181589646965_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=L4SokDyzKlUAX8meR4a&oh=bf194c186229040b278c073c98263b5c&oe=5ED55C8A","2179",,"moisesmrb06","2019-11-19T18:29:23.000Z","https://www.instagram.com/p/B5Dp4XSHC0Z"
,"Orgulho de vestir esse manto! Seguimos  em busca do nosso objetivo. BBMP🇳🇱0️⃣6️⃣🦍 #creditos📷  @felipeoliveirafotografo","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/73457409_148401193148508_422103572259140501_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=181K5r2ZyGAAX_H0pr2&oh=19f29c1bc4d4a60625144e8a4af8f07e&oe=5EA2B191","3368","Itaipava Arena Fonte Nova","moisesmrb06","2019-11-18T18:42:34.000Z","https://www.instagram.com/p/B5BGmCXnFg-"
,"😆⚽🥅❗
#Predator19
#aquiehdiferente  @adidasbrasil /// 🔥","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/72652006_1381490498685764_4980772394514868150_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=hmeQiRDvjqAAX-82G4y&oh=c669c3150e0337f5ec8dc198dea07e7e&oe=5ED7C3F0","4621","Bahia Salvador","moisesmrb06","2019-11-05T22:48:25.000Z","https://www.instagram.com/p/B4gEZTknKPF"
,"A minha vontade de vencer é muito maior que as minhas fraquezas e defeitos. Os meus sonhos vão além dos obstáculos que encontro durante a caminha da vida. A minha fé em Deus e o meu trabalho no dia a dia faz-me sonhar alto!  #trabalhe#lute#nãopare#prossiga#lféBBMP🇫🇷🙏🏿🦍0️⃣6️⃣🇫🇷 #foto @felipeoliveirafotografo","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/70122139_762229924233410_5302585629177154503_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=DwwMk0KYEg8AX_-ftx_&oh=7451e53a812507d1b863ff6c6e683edb&oe=5ED7642F","4385",,"moisesmrb06","2019-10-04T01:50:03.000Z","https://www.instagram.com/p/B3La8rnHsIZ"
,"Boa rapaziada, Seguimos em busca do protejo. Deus seja louvado!! 🇫🇷🦍0️⃣6️⃣✅ #creditos📸 @felipeoliveirafotografo 👏🏽 #trabalhotrabalho","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69633348_215750049412158_6556941982217816160_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=GADeBWM_T9kAX_TsffU&oh=0322e6e4fb46f770fd6fb087e6c23e8e&oe=5EBC71B6","8044",,"moisesmrb06","2019-09-26T15:28:23.000Z","https://www.instagram.com/p/B24SPaCnEzy"
,"Ser feliz!","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66372428_154392068951599_3608720993909456181_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=i6VorFOe_2QAX9wtQfQ&oh=5a702dacb1a5fe1ea3ee402ba4ce8d38&oe=5ED5C0F5","4764","Salvador, Bahia, Brazil","moisesmrb06","2019-07-15T02:40:43.000Z","https://www.instagram.com/p/Bz68W-8HHiF"
,"Antes de correr, temos que aprender  a andar. Tudo na vida tem sua hora, e seu lugar. #vivendo##errando#acertando#aprendendo","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/60607070_751990591870001_4986143308579082411_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=uw-0BPFfa6kAX_ra89I&oh=cd88cc4e5e39c084062f0376253589de&oe=5ED0AA4E","2233",,"moisesmrb06","2019-06-03T20:33:22.000Z","https://www.instagram.com/p/ByQtuf3Hjv9"
,"Isso é Baheaaa.🇫🇷Parabéns a todos!! Bangú virou, fogo no parquinho.🔥🔥🔥🔥🦍 #gloriaDeus🙌🏾🦍0️⃣6️⃣🔥🇫🇷 #creditos📸 BBMP🇫🇷 #maiordonordeste@felipeoliveirafotografo","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/61547677_145228363199641_5706092663496539256_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=soOwoQMe9q8AX_nBJ9S&oh=bbed99d1ba2ca0e273466c0f260585e7&oe=5E27AE7E","7458",,"moisesmrb06","2019-05-30T06:16:59.000Z","https://www.instagram.com/p/ByE4iqVHy1J"
,"Grande triunfo! Alegria negão.🦍 BBMP🇫🇷0️⃣6️⃣🦍🦍 #gloriaaDeus🙌🏾","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/59636704_591171211404059_98262402182386784_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=SWujtD23Sx0AX8dyyBd&oh=765c3b298c821738ba1be99bbda198a9&oe=5EB79E38","4975","Estádio do Morumbi","moisesmrb06","2019-05-23T04:45:35.000Z","https://www.instagram.com/p/BxyshE5HoJW"
,"Jogo extremamente difícil. Ponto importantíssimo fora de casa. Valeu equipe pela entrega!! BBMP🇫🇷🦍#gloriaaopai0️⃣6️⃣#seguimos","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/60326547_451593485668985_6799702307848325014_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=qnvKwn9ZjGcAX8c8Gdo&oh=80ff2049a92345882da47d525a33badc&oe=5ED8FF1C","4161","Estádio do Morumbi","moisesmrb06","2019-05-20T00:11:10.000Z","https://www.instagram.com/p/BxqeumNn2-S"
,"Grande Triunfo, na estreia do Campeonato Brasileiro. Parabéns para o grupo todo, e pra  torcida que fez uma grande festa.. BBMP🇫🇷0️⃣6️⃣🦍 #seguimoscomospesnochao GLÓRIA A DEUS!! #creditos @felipeoliveirafotografo 📸👏🏽","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/58453486_635077300247393_8408792526269505121_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=BHIFW6WWAFoAX8QtCN0&oh=53747c9260461c611393ea0bc1022af5&oe=5E9D9078","5676","Itaipava Arena Fonte Nova","moisesmrb06","2019-04-29T00:15:18.000Z","https://www.instagram.com/p/Bw0aghqBRIo"
,"Bom demais soltar a voz e gritar è Campeão com esse time e com essa nação , dedico ao meu Deus que me sustenta e ajuda em todos os meus momentos , minha família linda e amada , todos meus companheiros de trabalho, diretoria e todos os funcionários. BBMP🇫🇷0️⃣6️⃣🦍🥇🏆
Créditos 📸 @felipeoliveirafotografo👏🏽","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/56764766_827853467592043_4733112613344396426_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=iaC4cJF9YXUAX_mEb9w&oh=001d3e04e4ec1e401e9980f0e0085548&oe=5ED8548D","2643","Itaipava Arena Fonte Nova","moisesmrb06","2019-04-22T17:58:46.000Z","https://www.instagram.com/p/BwkSpfZhn6B"
,"É CAMPEÃO!!!!!🏆🥇🇫🇷 FAVELA VENCEU!!!!","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/57183932_450895289001571_1633992024258746960_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=8CvV5-O427QAX908ioR&oh=8abb10984ed7b0f88a44e66cc662291d&oe=5ED09C53","5831",,"moisesmrb06","2019-04-21T23:48:05.000Z","https://www.instagram.com/p/BwiV1CshxfD"
,"Grande triunfo nos primeiros 90 minutos. Parabéns grupo!! Golaço irmão @ninoparaiba, você merece!!BBMP🇫🇷 Glória a Deus!! 0️⃣6️⃣🦍#grupoforte🇫🇷 🎩","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/57052440_116880519500228_2616410336857071672_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UNBEXRftH8cAX9XOJ4a&oh=8635f6e7f9ff8530a069de4947a32e7c&oe=5EBE5D65","3670",,"moisesmrb06","2019-04-19T04:31:06.000Z","https://www.instagram.com/p/BwbH1R2BfHC"
,"Parabéns ao grupo pela dedicação e ter lutado até o final e sempre acreditar! Primeiro confronto da final. Agora a decisão vai ser na nossa casa com apoio do nosso torcedor!! Parabéns ao @oficialr17 pelo belíssimo gol!! Seguimos trabalhando pra sempre evoluirmos!! BBMP🇫🇷0️⃣6️⃣🦍🔵🔴⚪️ #arco✅👁 #grupoforte #GloriasaDeus","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/54800337_2303873566536052_4762429257041012121_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=go74EPXdtDYAX8m5w1A&oh=00999b2b33873b78bed38d23bd103749&oe=5EBB31D9","3393",,"moisesmrb06","2019-04-15T03:59:54.000Z","https://www.instagram.com/p/BwQxFQoBd01"
,"Como é gostoso deitar do seu lado, que momento maravilhoso! Eu te amo Isaac Matheus❤️😍 #ttiiobabão","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/54446550_318798078819787_3388886276293478344_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=bOxFH9WRV-YAX9a1D-1&oh=497d4399582a28e7b4d97b5ffeb0b677&oe=5EB78817","2339",,"moisesmrb06","2019-04-04T03:08:53.000Z","https://www.instagram.com/p/Bv0Wf-OheUv"
,"Bora pra mais uma semana. Desejo uma semana com saúde a todos! As demais coisas agente corre atrás. Muita fé fé fé fé no pai!🙏🏿🦍 🧢 @lojakings 👌🏿","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/54247239_590800091399875_3797130394104686759_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=-VHS8cn89vcAX-hJ-AP&oh=e2a62979598894402fc41fcda79b8ced&oe=5E9C99AD","7527","Salvador, Bahia, Brazil","moisesmrb06","2019-03-25T16:48:52.000Z","https://www.instagram.com/p/BvcEZBAhKhB"
,"GRANDE TRIUNFO! É nenhuma Bangu virou! BBMP🇫🇷 OBRIGADO A TODOS PELAS MENSAGENS PRESTADAS!! Vou seguir trabalhando forte e dando meu sangue ao clube como sempre fiz, desde 2016 minha primeira passagem aqui! Jamais um jogador vai ser maior que o clube, e jamais um torcedor alterado vai ser maior que a nação!! Grandes coisas estão por vim nesse grande Clube. Vamos todos juntos!!!🇫🇷🦍0️⃣6️⃣💪🏿🇫🇷 @felipeoliveirafotografo 📸 🇫🇷🇫🇷🇫🇷 seguimos com os pés no chão!💪🏿","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/54277200_260693604839560_8106092223240770344_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=5dUMoWOZUJAAX-xTln3&oh=7fc851223c894598bf41a8eaaf615fa6&oe=5ECEC49A","7007","Itaipava Arena Fonte Nova","moisesmrb06","2019-03-25T02:15:07.000Z","https://www.instagram.com/p/BvagZZuhzsY"
,"Vem Isaac Matheus! Titio tá esperando, já fiz um gol pra você❤️ Parabéns equipe, grande Passo pro nosso objetivo!  GLÓRIA A DEUS, TU ÉS FIEL!! 0️⃣6️⃣⚽️🥅🦍 BBMP🇫🇷🇫🇷📸 #creditos @felipeoliveirafotografo","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e15/53588210_842213036121785_5151424647175591101_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=VWMpSC4OWaYAX_TfLbZ&oh=f5cb0df6fd01ac2e69c3a9aa08785c52&oe=5E27151A","9626","Itaipava Arena Fonte Nova","moisesmrb06","2019-03-22T05:54:10.000Z","https://www.instagram.com/p/BvTLFLmBpSf"
,"GRATIDÃO A DEUS! Por mais um ano de vida! 2️⃣.4️⃣🎉🎉🦍🤪❤️Obrigado a todos pelo carinho, por todas as msgs e homenagens  enviadas!
Um beijão a todos vocês!❤️🎉","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/52605144_636867300067938_7859773969606954305_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=u1mUX31noM4AX8Q7YPb&oh=dbf96e868c34f1965a6796c56c073c67&oe=5E9EF64A","4957","Salvador, Bahia, Brazil","moisesmrb06","2019-03-12T01:19:44.000Z","https://www.instagram.com/p/Bu47ucJhZTW"
,"Alegria pra viver!","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/52868515_365527290713328_8822272215351738157_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=HUd6CLbm7gUAX-Xj3j1&oh=65193e6558fb480a85923a83b5d531ce&oe=5ED1E5A3","2545",,"moisesmrb06","2019-03-07T21:03:56.000Z","https://www.instagram.com/p/BuuLRZFBWuz"
,"Antes de eu sonhar o meu pai sonhou primeiro. Grato a ti meu coroa! Deus é fiel!!#BBMP🔵🔴⚪️0️⃣6️⃣🦍. #creditos📸 @felipeoliveirafotografo","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/50476297_992957971049688_6864062342431870097_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=5l2ryeffmZoAX_SXwBl&oh=602a7d9473dd46e348c88c6fac2d7df0&oe=5EBB0A21","4826","Arena Fonte Nova","moisesmrb06","2019-02-06T01:07:10.000Z","https://www.instagram.com/p/BthXQnCBRP6"
,"Mais um Triunfo conquistado! Parabéns pra toda equipe. Pude ajudar meus companheiros dando assistência! Glória a Deus!!!! #BBMP🔵🔴⚪️0️⃣6️⃣🦍","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/49476683_986101614933346_1030445940873799644_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=irfgNyvQMyYAX_j5rJ1&oh=0280136f544e3f5444200c1df25e9442&oe=5ED2884E","5609","Arena Pernambuco","moisesmrb06","2019-01-27T02:25:50.000Z","https://www.instagram.com/p/BtHwT_shA1D"
,"Que noite abençoada! Muito feliz pela minha reestreia com a camisa do esquadrão. Pude ajudar meus companheiros com gol e assistência! Mais contente ainda pelo grande TRIUNFO. Estamos no caminho certo!!Glória a Deus!!!! #BBMP🔵🔴⚪️0️⃣6️⃣🦍⚽️ #creditos📸 @felipeoliveirafotografo  @celomalaquias_esportes","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/49858025_349362275791069_4375571799804981496_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=X2wR1fUeEgEAX-ySs7a&oh=f3233def99bc377a7480f8d46d45f556&oe=5ED9E5DE","7682","Arena Fonte Nova","moisesmrb06","2019-01-24T13:30:14.000Z","https://www.instagram.com/p/BtBN9pch9mk"
,"A felicidade e seriedade de estar nesse grande clube de massa! 59 é nosso 88 tbm! Me sinto em casa..Grandes coisas estão por vim!!! BBMP🔵🔴⚪️ 0️⃣6️⃣🦍 #creditos📸 @felipeoliveirafotografo #gloriaaopai🙌🏾","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/49933821_367066397453026_8410174090035236441_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=vfQDDzoFk9sAX_0KPRN&oh=375b68f6427fda9a14dcfe184c5d7583&oe=5EA2D544","7302","ECT BAHIA Fazendão","moisesmrb06","2019-01-21T21:50:35.000Z","https://www.instagram.com/p/Bs6Y1wBhWI7"
,"Glorifico a Deus por essa oportunidade de poder voltar nesse grande clube aonde fui muito feliz.
Volto muito motivado pra fazer uma excelente temporada e consequentemente  poder ajudar meus companheiros e conquistar nossos objetivos! 
Quero agradecer ao presidente, toda diretoria e aos meus agentes. #BBMP🔵🔴⚪️ #borabahea  ESTAMOS FECHADO @ecbahia 🦍🦍","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/49400980_363260034255497_6435863263549326684_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=Z4VuB_c7IhUAX-PquPp&oh=03ec78e54528382ab3bbe54d4da6c0ef&oe=5EB99E24","9549",,"moisesmrb06","2019-01-18T19:26:41.000Z","https://www.instagram.com/p/BsyZ_FQhxR8"
,"Louvo a Deus por ter  tido a oportunidade de jogar nesse grande clube @corinthians Um dos maiores do Brasil! Me sinto um cara realizado por ter conquistado títulos com esse manto, podendo representar minha família e meu bairro de Guaianases! 
Muitos tiveram a oportunidade de jogar nesse clube, mas nem todos conseguiram conquistar títulos, me sinto um cara abençoado de ter 2 medalhas no peito, ser campeão com esse manto tão valioso!

Alguns anos não foram como eu  desejava, mas mesmo nesses períodos de as coisas não saírem como planejado, sempre teve aprendizado! Fiz muitos amigos durante esse tempo!!
Obrigado SPORT CLUB CORINTHIANS  PAULISTA!! A fiel é Foda! Que torcida 😳#vaicorinthians⚫⚪ Muito obrigado Deus! Minha carreira segue!!!🙌🏾 OBRIGADO A TODA DIRETORIA DO CLUBE, FUNCIONÁRIOS, JOGADORES!! #gratidão","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/47691699_307022593353102_2094331283399021029_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=SZLfBzP59eUAX-wn8Fb&oh=4d3b2b7ece97d787480126c5ab55ea55&oe=5E9E5A85","10525",,"moisesmrb06","2019-01-15T00:53:20.000Z","https://www.instagram.com/p/BsosMF-hyJT"
,"ALEGRIA 🤙🏿","https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/e35/49907007_225085845045981_8223754407159951390_n.jpg?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Fz45MBVP0z8AX_D1OaB&oh=fdfe048b0866122acddf7bc848454af6&oe=5EA0CEBA","2908",,"moisesmrb06","2019-01-13T14:55:05.000Z","https://www.instagram.com/p/BslC7hBh_ok"
,"Venho agradecer esse clube tão glorioso, a qual tive a honra de poder fazer parte!
Eu cresci muito como profissional e como pessoa e pude
fazer grandes amizades!
Quero agradecer o carinho dos torcedores botafoguense, dentro e fora dos gramados, até mesmo quando me encontrava nas ruas e em lugares diferentes.
Quero agradecer a cada  componente desse clube,
Presidente e toda diretoria, a todos os funcionários, imprensa, de uma maneira geral, desde o porteiro até o presidente.
Muito obrigado por tudo e desejo que esse grande clube continue crescendo. Saio com a cabeça erguida e pela porta da frente, sempre me esforcei pra deixar meu melhor dentro das 4 linhas, Nunca me escondi... E vocês sabem disso!!! MUITO  OBRIGADO!!!@botafogo #fogão🔥🔥🦍🦍🦍 #vocenuncaestasó GLORIOSO⚫️⚫️⚫️0️⃣6️⃣ Obrigado Deus!🙏🏿","https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/e35/47584376_2093524144272560_8234480196140370961_n.jpg?_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UzX2fUxElYEAX-PSmDW&oh=da4a3e30a49df5b05fe7b3fbd8fbd20a&oe=5EA4CBA9","9574","São Paulo, Brazil","moisesmrb06","2019-01-05T00:30:52.000Z","https://www.instagram.com/p/BsO5qv7BPt-"
